Genome ID,piperacillin/tazobactam
562.140902,
562.140907,
562.140901,
562.100421,0.0
562.140904,
562.140964,
562.10042,0.0
562.140906,
562.140903,
562.1409,
562.140905,
562.140857,
562.14086,
562.140858,
562.140856,
562.140854,
562.140861,
562.140852,
562.140855,
562.140859,
562.140863,
562.100771,0.0
562.140899,
562.140898,
562.140894,
562.140893,
562.140896,
562.140897,
562.140895,
562.140891,
562.140892,
562.14089,
562.14091,
562.100775,0.0
562.100774,0.0
562.140911,
562.140912,
562.140914,
562.140913,
562.140915,
562.140918,
562.140919,
562.140908,
562.140909,
562.140877,
562.100115,0.0
562.100117,0.0
562.100424,0.0
562.100425,0.0
562.140876,
562.140879,
562.14088,
562.100426,0.0
562.100776,0.0
562.140875,
562.140874,
562.140884,
562.140887,
562.140882,
562.140883,
562.140889,
562.140888,
562.140886,
562.140885,
562.140881,
562.140878,
562.140867,
562.140865,
562.140864,
562.140862,
562.14087,
562.140869,
562.140868,
562.140866,
562.140873,
562.140872,
562.140871,
562.10078,0.0
562.100781,0.0
562.14083,
562.140831,
562.140832,
562.140827,
562.140829,
562.140825,
562.140826,
562.140828,
562.140824,
562.140851,
562.140853,
562.140849,
562.100122,1.0
562.14085,
562.140845,
562.140847,
562.140843,
562.140842,
562.140846,
562.140844,
562.140839,
562.14084,
562.140848,
562.140838,
562.140836,
562.140835,
562.140841,
562.140837,
562.140834,
562.140833,
562.100427,1.0
562.100432,0.0
562.100434,0.0
562.100783,0.0
562.100787,0.0
562.100786,0.0
562.100789,0.0
562.100129,1.0
562.100436,0.0
562.100437,0.0
562.100439,0.0
562.10079,0.0
562.100795,0.0
562.100794,0.0
562.100797,0.0
562.10044,0.0
562.100445,0.0
562.100447,0.0
562.100801,0.0
562.100803,0.0
562.100804,1.0
562.100449,0.0
562.100143,1.0
562.100452,0.0
562.100454,0.0
562.100453,0.0
562.100807,0.0
562.100809,0.0
562.10081,0.0
562.100457,0.0
562.100459,0.0
562.100814,0.0
562.100817,1.0
562.100818,0.0
562.100463,0.0
562.100462,0.0
562.100466,0.0
562.100468,0.0
562.100471,0.0
562.97902,0.0
562.98024,0.0
562.98141,0.0
562.98272,0.0
562.100474,0.0
562.100476,0.0
562.100475,0.0
562.97793,0.0
562.97905,0.0
562.98023,0.0
562.98136,0.0
562.98254,0.0
562.100319,0.0
562.100329,0.0
562.100336,0.0
562.97777,0.0
562.9787,0.0
562.97999,0.0
562.98133,0.0
562.98255,0.0
562.100366,0.0
562.100371,0.0
562.100372,0.0
562.97781,0.0
562.97882,0.0
562.98002,0.0
562.98138,0.0
562.100374,0.0
562.100375,1.0
562.100377,0.0
562.97796,0.0
562.97886,0.0
562.98003,0.0
562.9814,0.0
562.98245,0.0
562.100321,0.0
562.100323,0.0
562.100324,0.0
562.97772,0.0
562.97864,0.0
562.97989,0.0
562.98122,0.0
562.98246,0.0
562.10032,0.0
562.100326,0.0
562.100327,0.0
562.97771,0.0
562.97867,0.0
562.9797,0.0
562.98125,0.0
562.98248,0.0
562.100331,1.0
562.100334,0.0
562.100333,0.0
562.97784,0.0
562.97865,0.0
562.97991,0.0
562.98116,0.0
562.98249,0.0
562.100338,0.0
562.100339,0.0
562.10034,0.0
562.97783,0.0
562.97868,0.0
562.97993,0.0
562.98128,0.0
562.98386,0.0
562.100341,0.0
562.100342,0.0
562.100343,0.0
562.97776,0.0
562.97869,0.0
562.97997,0.0
562.98252,0.0
562.98384,0.0
562.100346,0.0
562.100345,0.0
562.100348,0.0
562.9778,0.0
562.97883,0.0
562.9812,0.0
562.98251,0.0
562.98388,0.0
562.100355,0.0
562.100356,0.0
562.100364,0.0
562.97779,0.0
562.98,0.0
562.98131,0.0
562.98257,0.0
562.98394,0.0
562.98387,0.0
562.9839,0.0
562.98529,0.0
562.98704,0.0
562.98886,0.0
562.98887,0.0
562.99098,0.0
562.97875,0.0
562.98392,0.0
562.98534,0.0
562.98535,0.0
562.98706,0.0
562.98889,0.0
562.98888,0.0
562.99071,0.0
562.97807,0.0
562.98338,0.0
562.98536,0.0
562.98549,0.0
562.9871,0.0
562.98875,0.0
562.98878,0.0
562.99089,0.0
562.97797,0.0
562.98385,0.0
562.9848,0.0
562.98523,0.0
562.987,0.0
562.98891,0.0
562.98893,0.0
562.99088,0.0
562.97873,0.0
562.9834,0.0
562.98481,0.0
562.98537,0.0
562.98702,0.0
562.98894,0.0
562.98892,0.0
562.99078,0.0
562.97887,0.0
562.98405,0.0
562.9855,0.0
562.98539,0.0
562.98713,0.0
562.98908,0.0
562.98868,0.0
562.99072,0.0
562.9798,0.0
562.98341,0.0
562.98526,0.0
562.98521,0.0
562.98694,0.0
562.98871,0.0
562.99063,0.0
562.99062,0.0
562.97984,0.0
562.98342,0.0
562.98525,0.0
562.98528,0.0
562.98657,0.0
562.98876,0.0
562.99066,0.0
562.9907,0.0
562.97971,0.0
562.98343,0.0
562.98517,0.0
562.98709,0.0
562.98703,0.0
562.98877,0.0
562.99069,0.0
562.99064,0.0
562.97992,0.0
562.984,0.0
562.98522,0.0
562.98708,0.0
562.98879,0.0
562.99095,0.0
562.99094,0.0
562.97994,0.0
562.98365,0.0
562.9853,0.0
562.98707,0.0
562.98658,0.0
562.98885,0.0
562.99074,0.0
562.97774,0.0
562.97995,0.0
562.98383,0.0
562.98518,0.0
562.98705,0.0
562.98701,0.0
562.98881,0.0
562.99091,0.0
562.97866,0.0
562.97996,0.0
562.98884,0.0
562.99093,0.0
562.99545,0.0
562.99805,0.0
562.100354,0.0
562.100633,0.0
562.100071,0.0
562.100072,0.0
562.98882,0.0
562.99302,0.0
562.99547,0.0
562.99803,0.0
562.100363,0.0
562.100641,0.0
562.100029,0.0
562.100074,0.0
562.98883,0.0
562.99303,0.0
562.99811,0.0
562.100365,0.0
562.100643,0.0
562.10008,0.0
562.100079,0.0
562.9889,0.0
562.99305,0.0
562.99549,0.0
562.99799,0.0
562.100373,0.0
562.100624,0.0
562.100043,0.0
562.100051,0.0
562.9888,0.0
562.99299,0.0
562.99556,0.0
562.99808,0.0
562.100368,0.0
562.100645,0.0
562.100085,0.0
562.100087,0.0
562.98895,0.0
562.99306,0.0
562.99552,0.0
562.9981,0.0
562.100376,0.0
562.100646,0.0
562.100089,0.0
562.100088,0.0
562.98905,0.0
562.99301,0.0
562.10009,0.0
562.100316,0.0
562.100626,0.0
562.13559,
562.135594,
562.145372,
562.144932,
562.135581,
562.14492,
562.144917,
562.144927,
562.135591,
562.144928,
562.144935,
562.135584,
562.13557,
562.135583,
562.135567,
562.135568,
562.100038,0.0
562.100039,0.0
562.98872,0.0
562.99295,0.0
562.99794,0.0
562.100042,0.0
562.100318,0.0
562.100627,0.0
562.100044,1.0
562.100045,0.0
562.99068,0.0
562.99796,0.0
562.100047,0.0
562.10033,0.0
562.100628,0.0
562.100049,0.0
562.10005,1.0
562.99538,0.0
562.99798,0.0
562.100052,0.0
562.100335,0.0
562.100054,0.0
562.100058,1.0
562.10006,0.0
562.99087,0.0
562.99543,0.0
562.99801,0.0
562.100059,0.0
562.100629,0.0
562.100056,0.0
562.100027,0.0
562.100061,0.0
562.99076,0.0
562.99541,0.0
562.99804,0.0
562.100063,0.0
562.10063,0.0
562.100062,1.0
562.100065,0.0
562.100066,0.0
562.10007,0.0
562.100067,0.0
562.100069,0.0
562.100351,0.0
562.100352,0.0
562.100635,0.0
562.100632,0.0
562.97782,0.0
562.100068,0.0
562.100073,0.0
562.100075,0.0
562.100357,0.0
562.100358,0.0
562.100639,0.0
562.100638,0.0
562.97773,0.0
562.100076,0.0
562.100077,0.0
562.100078,0.0
562.100362,0.0
562.10036,0.0
562.100642,0.0
562.100644,0.0
562.97778,0.0
562.100081,0.0
562.100082,0.0
562.100083,0.0
562.100367,0.0
562.100574,0.0
562.100931,0.0
562.100903,0.0
562.97839,0.0
562.100246,0.0
562.100248,0.0
562.100249,0.0
562.100601,0.0
562.100918,0.0
562.100925,0.0
562.100926,0.0
562.97804,0.0
562.100257,0.0
562.100256,0.0
562.100254,0.0
562.100602,0.0
562.100929,0.0
562.100933,0.0
562.97958,0.0
562.10026,0.0
562.100259,0.0
562.100262,0.0
562.100603,1.0
562.100935,1.0
562.100934,0.0
562.97927,0.0
562.100234,0.0
562.100235,0.0
562.100236,0.0
562.100578,0.0
562.100904,0.0
562.100905,0.0
562.97835,0.0
562.97923,0.0
562.100237,0.0
562.100238,0.0
562.100239,0.0
562.100577,0.0
562.100906,0.0
562.100908,0.0
562.978,0.0
562.97932,0.0
562.100242,0.0
562.100241,0.0
562.10024,0.0
562.100576,0.0
562.100909,0.0
562.100913,0.0
562.97811,0.0
562.97934,0.0
562.100245,1.0
562.100247,0.0
562.100575,0.0
562.100915,0.0
562.100916,0.0
562.97808,0.0
562.97954,0.0
562.100243,0.0
562.100917,0.0
562.97803,0.0
562.97969,0.0
562.97955,0.0
562.98062,0.0
562.9831,0.0
562.98439,0.0
562.98584,0.0
562.98785,0.0
562.98996,0.0
562.97936,0.0
562.98072,0.0
562.98201,0.0
562.98429,0.0
562.98581,0.0
562.98791,0.0
562.98997,0.0
562.97956,0.0
562.98071,0.0
562.98315,0.0
562.98431,0.0
562.9843,0.0
562.98582,0.0
562.98788,0.0
562.98988,0.0
562.97957,0.0
562.98198,0.0
562.98318,0.0
562.98441,0.0
562.9858,0.0
562.9859,0.0
562.98767,0.0
562.98982,0.0
562.98059,0.0
562.98178,0.0
562.98314,0.0
562.98446,0.0
562.98583,0.0
562.98585,0.0
562.98786,0.0
562.98992,0.0
562.98188,0.0
562.98316,0.0
562.98433,0.0
562.98593,0.0
562.98591,0.0
562.98798,0.0
562.98999,0.0
562.98056,0.0
562.98192,0.0
562.98347,0.0
562.98445,0.0
562.98587,0.0
562.98792,1.0
562.98776,0.0
562.98981,0.0
562.98052,0.0
562.98169,0.0
562.98296,0.0
562.98419,0.0
562.98567,0.0
562.9877,0.0
562.98772,1.0
562.98983,0.0
562.98051,0.0
562.98174,0.0
562.98302,0.0
562.98577,0.0
562.98774,0.0
562.98768,0.0
