Genome Name,Genome ID,ampicillin,cefotaxime,ceftazidime,cefuroxime,ciprofloxacin,gentamicin,meropenem,piperacillin/tazobactam,tigecycline,trimethoprim/sulfamethoxazole
Escherichia coli 4bb6bb40-7bb9-11e9-a8d3-68b59976a384,562.98427,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
Escherichia coli 4bd0349e-7bb9-11e9-a8d3-68b59976a384,562.98423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
Escherichia coli 4c044fc2-7bb9-11e9-a8d3-68b59976a384,562.99435,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Escherichia coli 4c1e7758-7bb9-11e9-a8d3-68b59976a384,562.99439,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli 4c390a8c-7bb9-11e9-a8d3-68b59976a384,562.99688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 4c5cdaf2-7bb9-11e9-a8d3-68b59976a384,562.99679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 4c92559c-7bb9-11e9-a8d3-68b59976a384,562.98058,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 4cabfe02-7bb9-11e9-a8d3-68b59976a384,562.98185,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0
Escherichia coli 4cc5a820-7bb9-11e9-a8d3-68b59976a384,562.98311,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,1.0
Escherichia coli 4ce2b352-7bb9-11e9-a8d3-68b59976a384,562.99438,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli 4cfcc814-7bb9-11e9-a8d3-68b59976a384,562.99441,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli 4d177cae-7bb9-11e9-a8d3-68b59976a384,562.99685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 4d327932-7bb9-11e9-a8d3-68b59976a384,562.99689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 4d4ca53c-7bb9-11e9-a8d3-68b59976a384,562.97802,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 4d658eb2-7bb9-11e9-a8d3-68b59976a384,562.98063,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0
Escherichia coli 4d803fbe-7bb9-11e9-a8d3-68b59976a384,562.98184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 4db2b674-7bb9-11e9-a8d3-68b59976a384,562.99445,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli 4dcbcfec-7bb9-11e9-a8d3-68b59976a384,562.99455,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli 4de53748-7bb9-11e9-a8d3-68b59976a384,562.99692,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 4dfff3d0-7bb9-11e9-a8d3-68b59976a384,562.99695,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 4e1d395e-7bb9-11e9-a8d3-68b59976a384,562.97937,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
Escherichia coli 4e392d8a-7bb9-11e9-a8d3-68b59976a384,562.98064,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 4e54182a-7bb9-11e9-a8d3-68b59976a384,562.98199,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 4e8ede88-7bb9-11e9-a8d3-68b59976a384,562.99452,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli 4ea86f4c-7bb9-11e9-a8d3-68b59976a384,562.99442,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli 4ec28ecc-7bb9-11e9-a8d3-68b59976a384,562.99697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 4edc3b56-7bb9-11e9-a8d3-68b59976a384,562.99698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 4ef681fa-7bb9-11e9-a8d3-68b59976a384,562.9796,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
Escherichia coli 4f1240f2-7bb9-11e9-a8d3-68b59976a384,562.98075,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 4f2ecf42-7bb9-11e9-a8d3-68b59976a384,562.982,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0
Escherichia coli 4f4ac382-7bb9-11e9-a8d3-68b59976a384,562.98317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 4f6472aa-7bb9-11e9-a8d3-68b59976a384,562.9945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 4f7f24ce-7bb9-11e9-a8d3-68b59976a384,562.99243,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli 4fb3e8ee-7bb9-11e9-a8d3-68b59976a384,562.99701,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
Escherichia coli 4fce22ae-7bb9-11e9-a8d3-68b59976a384,562.97928,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 4fe7cd80-7bb9-11e9-a8d3-68b59976a384,562.98049,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 50046076-7bb9-11e9-a8d3-68b59976a384,562.98175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 501db102-7bb9-11e9-a8d3-68b59976a384,562.98306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 5051a3ea-7bb9-11e9-a8d3-68b59976a384,562.99437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 506baf88-7bb9-11e9-a8d3-68b59976a384,562.99691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 50860b94-7bb9-11e9-a8d3-68b59976a384,562.997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 509ff086-7bb9-11e9-a8d3-68b59976a384,562.97959,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 50b9a436-7bb9-11e9-a8d3-68b59976a384,562.98066,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,,0.0
Escherichia coli 50d3ca3c-7bb9-11e9-a8d3-68b59976a384,562.98191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 50edafa6-7bb9-11e9-a8d3-68b59976a384,562.98588,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0
Escherichia coli 51083cc2-7bb9-11e9-a8d3-68b59976a384,562.99451,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
Escherichia coli 51231ff6-7bb9-11e9-a8d3-68b59976a384,562.99448,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli 51580978-7bb9-11e9-a8d3-68b59976a384,562.99702,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 5173c1ea-7bb9-11e9-a8d3-68b59976a384,562.97961,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0
Escherichia coli 518e7472-7bb9-11e9-a8d3-68b59976a384,562.98067,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 51a97010-7bb9-11e9-a8d3-68b59976a384,562.98323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 51c41fbe-7bb9-11e9-a8d3-68b59976a384,562.98595,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Escherichia coli 51def5f0-7bb9-11e9-a8d3-68b59976a384,562.99447,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli 51fa7d8e-7bb9-11e9-a8d3-68b59976a384,562.99449,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli 521df232-7bb9-11e9-a8d3-68b59976a384,562.99704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 52389b82-7bb9-11e9-a8d3-68b59976a384,562.99703,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Escherichia coli 5254d0b8-7bb9-11e9-a8d3-68b59976a384,562.97924,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 52768348-7bb9-11e9-a8d3-68b59976a384,562.98037,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 52920528-7bb9-11e9-a8d3-68b59976a384,562.98298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 52bdef9e-7bb9-11e9-a8d3-68b59976a384,562.9857,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Escherichia coli 52edba30-7bb9-11e9-a8d3-68b59976a384,562.99403,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli 531b810e-7bb9-11e9-a8d3-68b59976a384,562.99677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 5338df10-7bb9-11e9-a8d3-68b59976a384,562.99678,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 53579f04-7bb9-11e9-a8d3-68b59976a384,562.9967,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 53885694-7bb9-11e9-a8d3-68b59976a384,562.97925,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 53a37744-7bb9-11e9-a8d3-68b59976a384,562.98044,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 53cd86ba-7bb9-11e9-a8d3-68b59976a384,562.98297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 540aa392-7bb9-11e9-a8d3-68b59976a384,562.98569,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Escherichia coli 543e4ecc-7bb9-11e9-a8d3-68b59976a384,562.9943,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli 5477873c-7bb9-11e9-a8d3-68b59976a384,562.99671,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 54a41608-7bb9-11e9-a8d3-68b59976a384,562.9968,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli 54c0b9a2-7bb9-11e9-a8d3-68b59976a384,562.99681,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 54dcbecc-7bb9-11e9-a8d3-68b59976a384,562.97921,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 54f85ba0-7bb9-11e9-a8d3-68b59976a384,562.98171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 5513f248-7bb9-11e9-a8d3-68b59976a384,562.98304,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
Escherichia coli 552f97aa-7bb9-11e9-a8d3-68b59976a384,562.98571,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Escherichia coli 554af446-7bb9-11e9-a8d3-68b59976a384,562.99427,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli 556699f8-7bb9-11e9-a8d3-68b59976a384,562.99683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 55829310-7bb9-11e9-a8d3-68b59976a384,562.99682,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 559df75e-7bb9-11e9-a8d3-68b59976a384,562.99687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 55b9303c-7bb9-11e9-a8d3-68b59976a384,562.97931,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,,1.0
Escherichia coli 55d55884-7bb9-11e9-a8d3-68b59976a384,562.98183,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,1.0
Escherichia coli 55f13784-7bb9-11e9-a8d3-68b59976a384,562.98307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 560d0540-7bb9-11e9-a8d3-68b59976a384,562.98578,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Escherichia coli 5628de32-7bb9-11e9-a8d3-68b59976a384,562.99434,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli 56f1d62a-7bb9-11e9-a8d3-68b59976a384,562.98576,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Escherichia coli 570cfcb6-7bb9-11e9-a8d3-68b59976a384,562.98575,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0
Escherichia coli 572908de-7bb9-11e9-a8d3-68b59976a384,562.98987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 5743e58c-7bb9-11e9-a8d3-68b59976a384,562.99206,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 575f2a72-7bb9-11e9-a8d3-68b59976a384,562.9944,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 577a1ed6-7bb9-11e9-a8d3-68b59976a384,562.99918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 57976d88-7bb9-11e9-a8d3-68b59976a384,562.100244,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Escherichia coli 57b31150-7bb9-11e9-a8d3-68b59976a384,562.100579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 57ce398a-7bb9-11e9-a8d3-68b59976a384,562.100921,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 57e972c2-7bb9-11e9-a8d3-68b59976a384,562.98573,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Escherichia coli 58051c20-7bb9-11e9-a8d3-68b59976a384,562.98998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 5820de6a-7bb9-11e9-a8d3-68b59976a384,562.99209,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli 583c8188-7bb9-11e9-a8d3-68b59976a384,562.99443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 585745f4-7bb9-11e9-a8d3-68b59976a384,562.9992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 58723580-7bb9-11e9-a8d3-68b59976a384,562.10025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 588cd8e0-7bb9-11e9-a8d3-68b59976a384,562.100581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 58a7c40c-7bb9-11e9-a8d3-68b59976a384,562.10092,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 58e9246a-7bb9-11e9-a8d3-68b59976a384,562.98991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 59056ec2-7bb9-11e9-a8d3-68b59976a384,562.99212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 5921994e-7bb9-11e9-a8d3-68b59976a384,562.99693,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Escherichia coli 59402012-7bb9-11e9-a8d3-68b59976a384,562.99924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 595c733e-7bb9-11e9-a8d3-68b59976a384,562.100252,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 596059-1,562.115073,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,
Escherichia coli 597d8bdc-7bb9-11e9-a8d3-68b59976a384,562.100582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 599d9968-7bb9-11e9-a8d3-68b59976a384,562.100922,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 59bd2e4a-7bb9-11e9-a8d3-68b59976a384,562.9879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 59db8778-7bb9-11e9-a8d3-68b59976a384,562.98989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 59faed3e-7bb9-11e9-a8d3-68b59976a384,562.99221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 5a1d6030-7bb9-11e9-a8d3-68b59976a384,562.99696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 5a3bf5ae-7bb9-11e9-a8d3-68b59976a384,562.99926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 5a5a3dfc-7bb9-11e9-a8d3-68b59976a384,562.100258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 5a78905e-7bb9-11e9-a8d3-68b59976a384,562.100588,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 5a969c84-7bb9-11e9-a8d3-68b59976a384,562.100924,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 5ab5c4d8-7bb9-11e9-a8d3-68b59976a384,562.98787,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 5ad44318-7bb9-11e9-a8d3-68b59976a384,562.9899,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 5aee229c-7bb9-11e9-a8d3-68b59976a384,562.99248,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 5b2964ce-7bb9-11e9-a8d3-68b59976a384,562.99726,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli 5b558630-7bb9-11e9-a8d3-68b59976a384,562.99927,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli 5b65847c-7bb9-11e9-a8d3-68b59976a384,562.100263,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Escherichia coli 5b75f37a-7bb9-11e9-a8d3-68b59976a384,562.100587,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 5b862bf0-7bb9-11e9-a8d3-68b59976a384,562.100948,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 5b99f590-7bb9-11e9-a8d3-68b59976a384,562.98822,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 5babc8a6-7bb9-11e9-a8d3-68b59976a384,562.99008,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
Escherichia coli 5bc0402e-7bb9-11e9-a8d3-68b59976a384,562.99498,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli 5bd1f44a-7bb9-11e9-a8d3-68b59976a384,562.99722,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 5be6820c-7bb9-11e9-a8d3-68b59976a384,562.100277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 5bfc76b6-7bb9-11e9-a8d3-68b59976a384,562.100598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 5c0e91de-7bb9-11e9-a8d3-68b59976a384,562.100599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 5c216a52-7bb9-11e9-a8d3-68b59976a384,562.100962,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 5c34a464-7bb9-11e9-a8d3-68b59976a384,562.98825,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Escherichia coli 5c47b734-7bb9-11e9-a8d3-68b59976a384,562.99006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Escherichia coli 5c5b4ea2-7bb9-11e9-a8d3-68b59976a384,562.9948,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Escherichia coli 5c6fcea4-7bb9-11e9-a8d3-68b59976a384,562.99723,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 5c837814-7bb9-11e9-a8d3-68b59976a384,562.100279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 5c99d514-7bb9-11e9-a8d3-68b59976a384,562.100597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 5cb2090e-7bb9-11e9-a8d3-68b59976a384,562.100596,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 5cd7c0cc-7bb9-11e9-a8d3-68b59976a384,562.100964,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 5d2570ba-7bb9-11e9-a8d3-68b59976a384,562.98831,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Escherichia coli 5d575bc0-7bb9-11e9-a8d3-68b59976a384,562.9901,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Escherichia coli 5d8436a4-7bb9-11e9-a8d3-68b59976a384,562.99491,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 5dc45400-7bb9-11e9-a8d3-68b59976a384,562.99705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Escherichia coli 5e153640-7bb9-11e9-a8d3-68b59976a384,562.100261,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Escherichia coli 5e4d67a4-7bb9-11e9-a8d3-68b59976a384,562.100584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 5e8da15c-7bb9-11e9-a8d3-68b59976a384,562.100938,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 5eb6b998-7bb9-11e9-a8d3-68b59976a384,562.10094,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 5ed639c6-7bb9-11e9-a8d3-68b59976a384,562.98794,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 5ef3f4a2-7bb9-11e9-a8d3-68b59976a384,562.99001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 5f11146a-7bb9-11e9-a8d3-68b59976a384,562.99459,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Escherichia coli 5f2f9886-7bb9-11e9-a8d3-68b59976a384,562.99707,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli 5f4d2928-7bb9-11e9-a8d3-68b59976a384,562.100266,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 5f6bce82-7bb9-11e9-a8d3-68b59976a384,562.100589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 5fb8b9b8-7bb9-11e9-a8d3-68b59976a384,562.100942,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 5fc71fbc-7bb9-11e9-a8d3-68b59976a384,562.100943,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 5fd4c4c8-7bb9-11e9-a8d3-68b59976a384,562.98804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 5fe2228a-7bb9-11e9-a8d3-68b59976a384,562.99216,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 5ff1217c-7bb9-11e9-a8d3-68b59976a384,562.99457,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli 6001b9a6-7bb9-11e9-a8d3-68b59976a384,562.99933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 60141920-7bb9-11e9-a8d3-68b59976a384,562.100267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 6027bffc-7bb9-11e9-a8d3-68b59976a384,562.100591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 603d223e-7bb9-11e9-a8d3-68b59976a384,562.100945,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 6057d82c-7bb9-11e9-a8d3-68b59976a384,562.100946,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 6075f096-7bb9-11e9-a8d3-68b59976a384,562.98816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 60912e42-7bb9-11e9-a8d3-68b59976a384,562.99215,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 60ae8f32-7bb9-11e9-a8d3-68b59976a384,562.99465,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli 60cbe762-7bb9-11e9-a8d3-68b59976a384,562.99936,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 60e69d3c-7bb9-11e9-a8d3-68b59976a384,562.10027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 6101b2a2-7bb9-11e9-a8d3-68b59976a384,562.10059,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 611d458a-7bb9-11e9-a8d3-68b59976a384,562.100949,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 613ebde6-7bb9-11e9-a8d3-68b59976a384,562.99941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 615994b8-7bb9-11e9-a8d3-68b59976a384,562.99015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 617432c8-7bb9-11e9-a8d3-68b59976a384,562.99217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
